route,bird,flight,date,start_time,rel_lat,rel_lon,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,wind_speed_10m,wind_direction_10m,wind_gusts_10m,temperature_2m,precipitation,shortwave_radiation,surface_pressure
R1,A_A35,01,2011-05-05,12:25:22,51.85829,-1.4063,100,18,50,100,19.5,176,45.0,17.1,0.1,639.0,1004.1
R1,A_A35,02,2011-05-06,14:51:10,51.85825,-1.40637,98,0,17,97,13.6,163,33.8,19.9,0.0,626.0,1000.4
R1,A_A35,03,2011-05-09,16:38:06,51.85827,-1.40633,37,15,24,10,23.1,195,56.9,16.0,0.2,534.0,1006.7
R1,A_A35,04,2011-05-10,09:02:23,51.85826,-1.40635,76,75,1,0,20.9,209,37.8,12.6,0.0,285.0,1010.6
R1,A_A35,05,2011-05-12,12:29:56,51.85839,-1.40646,44,35,22,0,19.1,266,47.9,14.3,0.0,705.0,1006.1
R1,A_A35,06,2011-05-15,12:57:05,51.85825,-1.40635,100,100,90,0,21.4,297,43.6,12.1,0.0,500.0,1012.4
R1,A_A38,01,2011-05-05,13:09:53,51.85829,-1.40624,100,20,52,98,22.0,183,46.1,17.3,0.0,484.0,1003.9
R1,A_A38,02,2011-05-06,16:38:29,51.85826,-1.40634,72,0,60,26,17.1,162,35.6,20.9,0.0,610.0,999.7
R1,A_A38,03,2011-05-09,15:39:42,51.8583,-1.4063,37,19,17,14,24.9,191,57.2,16.0,0.5,639.0,1006.8
R1,A_A38,04,2011-05-10,11:18:54,51.85826,-1.4063,48,14,45,0,17.6,211,40.3,14.9,0.0,548.0,1011.1
R1,A_A38,05,2011-05-12,13:09:33,51.85828,-1.40635,26,9,18,0,20.2,270,47.5,14.9,0.0,754.0,1006.1
R1,A_A38,06,2011-05-15,12:15:53,51.85818,-1.40635,100,100,90,0,21.4,297,43.6,12.1,0.0,500.0,1012.4
R1,A_A45,01,2011-05-05,13:19:35,51.85828,-1.40632,100,20,52,98,22.0,183,46.1,17.3,0.0,484.0,1003.9
R1,A_A45,02,2011-05-06,16:04:53,51.85822,-1.40636,72,0,60,26,17.1,162,35.6,20.9,0.0,610.0,999.7
R1,A_A45,03,2011-05-09,16:19:01,51.85827,-1.4064,37,15,24,10,23.1,195,56.9,16.0,0.2,534.0,1006.7
R1,A_A45,04,2011-05-10,10:00:54,51.85827,-1.40631,78,77,0,0,21.1,210,39.6,13.9,0.0,423.0,1010.9
R1,A_A45,05,2011-05-12,12:44:47,51.85827,-1.40633,44,35,22,0,19.1,266,47.9,14.3,0.0,705.0,1006.1
R1,A_A45,06,2011-05-15,11:32:05,51.85827,-1.40632,90,84,81,0,21.7,302,42.1,11.7,0.0,518.0,1012.6
R1,A_D06,01,2011-05-05,13:46:05,51.85825,-1.4063,100,20,52,98,22.0,183,46.1,17.3,0.0,484.0,1003.9
R1,A_D06,02,2011-05-06,16:27:06,51.85834,-1.40611,72,0,60,26,17.1,162,35.6,20.9,0.0,610.0,999.7
R1,A_D06,03,2011-05-09,15:49:49,51.85829,-1.40624,37,19,17,14,24.9,191,57.2,16.0,0.5,639.0,1006.8
R1,A_D06,04,2011-05-10,10:58:59,51.85824,-1.40631,78,77,0,0,21.1,210,39.6,13.9,0.0,423.0,1010.9
R1,A_D06,05,2011-05-12,13:27:04,51.85831,-1.40635,26,9,18,0,20.2,270,47.5,14.9,0.0,754.0,1006.1
R1,A_D06,06,2011-05-15,13:18:00,51.85827,-1.40642,100,98,93,0,20.5,288,44.3,12.8,0.0,520.0,1012.4
R1,A_D09,01,2011-05-05,13:32:59,51.85824,-1.40637,100,20,52,98,22.0,183,46.1,17.3,0.0,484.0,1003.9
R1,A_D09,02,2011-05-06,15:16:35,51.85825,-1.40638,58,0,23,45,14.7,163,33.8,20.5,0.0,640.0,1000.2
R1,A_D09,03,2011-05-09,16:10:06,51.85826,-1.40626,37,15,24,10,23.1,195,56.9,16.0,0.2,534.0,1006.7
R1,A_D09,04,2011-05-10,11:34:05,51.85827,-1.40633,48,14,45,0,17.6,211,40.3,14.9,0.0,548.0,1011.1
R1,A_D09,05,2011-05-12,13:35:59,51.85827,-1.40632,26,9,18,0,20.2,270,47.5,14.9,0.0,754.0,1006.1
R1,A_D09,06,2011-05-15,14:14:35,51.85828,-1.40628,100,99,93,4,22.5,282,44.6,13.3,0.0,429.0,1012.2
R1,A_D16,01,2011-05-05,14:09:59,51.85827,-1.40631,100,8,41,97,22.8,185,47.2,17.4,0.0,508.0,1003.7
R1,A_D16,02,2011-05-06,16:14:38,51.85829,-1.40637,72,0,60,26,17.1,162,35.6,20.9,0.0,610.0,999.7
R1,A_D16,03,2011-05-09,18:02:24,51.85823,-1.4063,52,12,41,22,20.5,204,47.2,15.6,0.0,401.0,1006.7
R1,A_D16,04,2011-05-10,10:39:35,51.85825,-1.40631,78,77,0,0,21.1,210,39.6,13.9,0.0,423.0,1010.9
R1,A_D16,05,2011-05-12,13:45:35,51.85828,-1.40639,26,9,18,0,20.2,270,47.5,14.9,0.0,754.0,1006.1
R1,A_D16,06,2011-05-15,13:52:05,51.85824,-1.40633,100,98,93,0,20.5,288,44.3,12.8,0.0,520.0,1012.4
R1,A_D83,01,2011-05-05,12:53:47,51.85828,-1.40635,100,18,50,100,19.5,176,45.0,17.1,0.1,639.0,1004.1
R1,A_D83,02,2011-05-06,15:35:30,51.8586,-1.40623,58,0,23,45,14.7,163,33.8,20.5,0.0,640.0,1000.2
R1,A_D83,03,2011-05-09,16:29:05,51.85819,-1.4063,37,15,24,10,23.1,195,56.9,16.0,0.2,534.0,1006.7
R1,A_D83,04,2011-05-10,10:21:59,51.85823,-1.40636,78,77,0,0,21.1,210,39.6,13.9,0.0,423.0,1010.9
R1,A_D83,05,2011-05-12,13:01:54,51.8585,-1.40593,26,9,18,0,20.2,270,47.5,14.9,0.0,754.0,1006.1
R1,A_D83,06,2011-05-15,11:54:06,51.85823,-1.40636,90,84,81,0,21.7,302,42.1,11.7,0.0,518.0,1012.6
R1,A_D94,01,2011-05-06,15:03:29,51.85823,-1.4064,58,0,23,45,14.7,163,33.8,20.5,0.0,640.0,1000.2
R1,A_D94,02,2011-05-07,15:56:29,51.85823,-1.40637,98,11,0,98,19.9,145,44.6,19.4,0.0,541.0,995.5
R1,A_D94,03,2011-05-09,15:32:29,51.85832,-1.40634,37,19,17,14,24.9,191,57.2,16.0,0.5,639.0,1006.8
R1,A_D94,04,2011-05-10,09:42:00,51.85825,-1.40634,76,75,1,0,20.9,209,37.8,12.6,0.0,285.0,1010.6
R1,A_D94,05,2011-05-12,12:37:45,51.85832,-1.40632,44,35,22,0,19.1,266,47.9,14.3,0.0,705.0,1006.1
R1,A_D94,06,2011-05-15,13:34:57,51.85825,-1.40631,100,98,93,0,20.5,288,44.3,12.8,0.0,520.0,1012.4
R1,A_D96,01,2011-05-05,12:10:44,51.85833,-1.40638,100,18,50,100,19.5,176,45.0,17.1,0.1,639.0,1004.1
R1,A_D96,02,2011-05-06,15:28:59,51.85825,-1.40639,58,0,23,45,14.7,163,33.8,20.5,0.0,640.0,1000.2
R1,A_D96,03,2011-05-09,16:00:03,51.85824,-1.40629,37,15,24,10,23.1,195,56.9,16.0,0.2,534.0,1006.7
R1,A_D96,04,2011-05-10,09:22:05,51.85823,-1.40636,76,75,1,0,20.9,209,37.8,12.6,0.0,285.0,1010.6
R1,A_D96,05,2011-05-12,13:19:23,51.85838,-1.40637,26,9,18,0,20.2,270,47.5,14.9,0.0,754.0,1006.1
R1,A_D96,06,2011-05-15,12:35:05,51.85823,-1.40634,100,100,90,0,21.4,297,43.6,12.1,0.0,500.0,1012.4
R1,B_A31,01,2011-05-05,13:38:59,51.85824,-1.40632,100,20,52,98,22.0,183,46.1,17.3,0.0,484.0,1003.9
R1,B_A31,02,2011-05-10,10:11:05,51.85827,-1.40633,78,77,0,0,21.1,210,39.6,13.9,0.0,423.0,1010.9
R1,B_A31,03,2011-05-15,13:04:05,51.85829,-1.40629,100,98,93,0,20.5,288,44.3,12.8,0.0,520.0,1012.4
R1,B_A31,04,2011-05-20,08:39:05,51.85822,-1.40637,6,4,5,0,13.2,241,25.6,10.1,0.0,262.0,1004.4
R1,B_A31,05,2011-05-25,12:48:55,51.85829,-1.40645,96,2,17,95,20.2,183,42.5,15.6,0.0,749.0,1008.6
R1,B_A31,06,2011-06-02,13:51:50,51.85829,-1.40624,99,99,0,0,11.5,39,26.6,19.7,0.0,646.0,1020.2
R1,B_A34,01,2011-05-05,13:14:00,51.85826,-1.4063,100,20,52,98,22.0,183,46.1,17.3,0.0,484.0,1003.9
R1,B_A34,02,2011-05-10,09:51:05,51.85828,-1.40637,76,75,1,0,20.9,209,37.8,12.6,0.0,285.0,1010.6
R1,B_A34,03,2011-05-15,14:01:59,51.85825,-1.40634,100,99,93,4,22.5,282,44.6,13.3,0.0,429.0,1012.2
R1,B_A34,04,2011-05-20,09:41:16,51.85823,-1.40628,60,60,4,0,18.3,255,35.6,11.8,0.0,410.0,1004.8
R1,B_A34,05,2011-05-25,13:20:05,51.85827,-1.40631,95,0,15,94,21.4,187,43.9,16.4,0.0,771.0,1007.8
R1,B_A34,06,2011-06-02,15:03:30,51.85821,-1.40643,98,97,0,0,12.2,47,28.1,21.0,0.0,582.0,1019.8
R1,B_D04,01,2011-05-05,14:04:54,51.85828,-1.40633,100,8,41,97,22.8,185,47.2,17.4,0.0,508.0,1003.7
R1,B_D04,02,2011-05-10,11:28:53,51.85825,-1.4063,48,14,45,0,17.6,211,40.3,14.9,0.0,548.0,1011.1
R1,B_D04,03,2011-05-15,12:44:29,51.85828,-1.40632,100,100,90,0,21.4,297,43.6,12.1,0.0,500.0,1012.4
R1,B_D04,04,2011-05-20,09:02:24,51.85813,-1.4063,60,60,4,0,18.3,255,35.6,11.8,0.0,410.0,1004.8
R1,B_D04,05,2011-05-25,13:01:05,51.85827,-1.40632,95,0,15,94,21.4,187,43.9,16.4,0.0,771.0,1007.8
R1,B_D04,06,2011-06-02,14:05:32,51.85831,-1.40629,100,100,0,0,11.7,45,27.7,20.5,0.0,639.0,1020.0
R1,B_D12,01,2011-05-05,13:51:23,51.85827,-1.40631,100,20,52,98,22.0,183,46.1,17.3,0.0,484.0,1003.9
R1,B_D12,02,2011-05-10,10:49:05,51.85825,-1.40633,78,77,0,0,21.1,210,39.6,13.9,0.0,423.0,1010.9
R1,B_D12,03,2011-05-15,13:42:29,51.85826,-1.40634,100,98,93,0,20.5,288,44.3,12.8,0.0,520.0,1012.4
R1,B_D12,04,2011-05-20,10:48:05,51.85826,-1.40633,100,100,8,0,18.4,253,36.0,12.8,0.0,380.0,1004.8
R1,B_D12,05,2011-05-25,13:10:05,51.85825,-1.40636,95,0,15,94,21.4,187,43.9,16.4,0.0,771.0,1007.8
R1,B_D12,06,2011-06-02,14:54:41,51.8582,-1.40746,100,100,0,0,11.7,45,27.7,20.5,0.0,639.0,1020.0
R1,B_D86,01,2011-05-05,13:27:28,51.85829,-1.40636,100,20,52,98,22.0,183,46.1,17.3,0.0,484.0,1003.9
R1,B_D86,02,2011-05-10,10:31:05,51.85827,-1.4063,78,77,0,0,21.1,210,39.6,13.9,0.0,423.0,1010.9
R1,B_D86,03,2011-05-15,12:03:05,51.8582,-1.40638,100,100,90,0,21.4,297,43.6,12.1,0.0,500.0,1012.4
R1,B_D86,04,2011-05-20,10:01:24,51.85826,-1.40635,100,100,8,0,18.4,253,36.0,12.8,0.0,380.0,1004.8
R1,B_D86,05,2011-05-25,12:55:41,51.85829,-1.40653,96,2,17,95,20.2,183,42.5,15.6,0.0,749.0,1008.6
R1,B_D86,06,2011-06-02,14:48:35,51.85825,-1.40636,100,100,0,0,11.7,45,27.7,20.5,0.0,639.0,1020.0
R1,B_D90,01,2011-05-05,13:02:36,51.85829,-1.4063,100,20,52,98,22.0,183,46.1,17.3,0.0,484.0,1003.9
R1,B_D90,02,2011-05-10,11:08:23,51.85825,-1.40631,48,14,45,0,17.6,211,40.3,14.9,0.0,548.0,1011.1
R1,B_D90,03,2011-05-15,11:42:59,51.85827,-1.40634,90,84,81,0,21.7,302,42.1,11.7,0.0,518.0,1012.6
R1,B_D90,04,2011-05-20,10:28:54,51.85826,-1.40627,100,100,8,0,18.4,253,36.0,12.8,0.0,380.0,1004.8
R1,B_D90,05,2011-05-25,13:28:41,51.85813,-1.40648,95,0,15,94,21.4,187,43.9,16.4,0.0,771.0,1007.8
R1,B_D90,06,2011-06-02,15:09:53,51.85828,-1.40633,98,97,0,0,12.2,47,28.1,21.0,0.0,582.0,1019.8
R1,B_D98,01,2011-05-05,12:06:04,51.85829,-1.4063,100,18,50,100,19.5,176,45.0,17.1,0.1,639.0,1004.1
R1,B_D98,02,2011-05-10,09:32:10,51.85829,-1.40633,76,75,1,0,20.9,209,37.8,12.6,0.0,285.0,1010.6
R1,B_D98,03,2011-05-15,13:25:05,51.85824,-1.40632,100,98,93,0,20.5,288,44.3,12.8,0.0,520.0,1012.4
R1,B_D98,04,2011-05-20,09:22:53,51.85825,-1.40631,60,60,4,0,18.3,255,35.6,11.8,0.0,410.0,1004.8
R1,B_D98,05,2011-05-25,13:14:53,51.85825,-1.40634,95,0,15,94,21.4,187,43.9,16.4,0.0,771.0,1007.8
R1,B_D98,06,2011-06-02,13:58:14,51.85827,-1.40638,99,99,0,0,11.5,39,26.6,19.7,0.0,646.0,1020.2
R1,C_A39,01,2011-05-06,16:32:05,51.85823,-1.40633,72,0,60,26,17.1,162,35.6,20.9,0.0,610.0,999.7
R1,C_A39,02,2011-05-10,15:07:54,51.85827,-1.40631,79,15,78,4,19.4,215,38.5,16.8,0.0,441.0,1010.6
R1,C_A39,03,2011-05-17,09:34:29,51.85829,-1.40636,100,100,28,95,17.7,268,34.2,12.9,0.0,172.0,1006.9
R1,C_A39,04,2011-05-20,09:12:47,51.85823,-1.40629,60,60,4,0,18.3,255,35.6,11.8,0.0,410.0,1004.8
R1,C_A39,05,2011-06-01,10:14:37,51.85816,-1.40625,91,57,0,83,13.4,246,28.8,13.6,0.0,514.0,1016.2
R1,C_A39,06,2011-06-03,13:37:08,51.8581,-1.40665,1,0,0,0,20.0,51,45.0,20.8,0.0,831.0,1017.6
R1,C_A43,01,2011-05-06,15:58:24,51.85798,-1.40649,58,0,23,45,14.7,163,33.8,20.5,0.0,640.0,1000.2
R1,C_A43,02,2011-05-10,14:10:23,51.85827,-1.40627,70,67,54,5,18.9,211,40.0,16.5,0.0,482.0,1010.8
R1,C_A43,03,2011-05-17,08:52:31,51.85826,-1.40637,100,100,30,90,18.4,271,36.0,12.1,0.0,128.0,1006.7
R1,C_A43,04,2011-05-20,11:05:30,51.85828,-1.40633,93,92,16,0,16.9,254,35.3,13.2,0.0,285.0,1005.1
R1,C_A43,05,2011-06-01,09:49:00,51.85806,-1.4067,90,16,1,89,12.6,243,26.6,12.3,0.0,444.0,1016.4
R1,C_A43,06,2011-06-03,12:45:29,51.85822,-1.40643,1,0,0,0,19.2,50,44.6,19.9,0.0,799.0,1018.2
R1,C_A47,01,2011-05-06,14:56:05,51.85823,-1.40637,98,0,17,97,13.6,163,33.8,19.9,0.0,626.0,1000.4
R1,C_A47,02,2011-05-10,13:59:53,51.85825,-1.40629,58,29,52,0,16.8,208,40.7,16.3,0.0,653.0,1010.9
R1,C_A47,03,2011-05-17,09:14:58,51.85827,-1.40635,100,100,28,95,17.7,268,34.2,12.9,0.0,172.0,1006.9
R1,C_A47,04,2011-05-20,09:52:06,51.85824,-1.40634,60,60,4,0,18.3,255,35.6,11.8,0.0,410.0,1004.8
R1,C_A47,05,2011-06-01,09:38:31,51.85831,-1.40626,90,16,1,89,12.6,243,26.6,12.3,0.0,444.0,1016.4
R1,C_A47,06,2011-06-03,13:21:36,51.85821,-1.40644,1,0,0,0,20.0,51,45.0,20.8,0.0,831.0,1017.6
R1,C_D00,01,2011-05-06,16:21:05,51.85824,-1.40637,72,0,60,26,17.1,162,35.6,20.9,0.0,610.0,999.7
R1,C_D00,02,2011-05-10,14:50:06,51.85823,-1.4062,70,67,54,5,18.9,211,40.0,16.5,0.0,482.0,1010.8
R1,C_D00,03,2011-05-17,09:25:23,51.85838,-1.40671,100,100,28,95,17.7,268,34.2,12.9,0.0,172.0,1006.9
R1,C_D00,04,2011-05-20,08:52:35,51.85824,-1.40631,6,4,5,0,13.2,241,25.6,10.1,0.0,262.0,1004.4
R1,C_D00,05,2011-06-01,09:16:05,51.85828,-1.40637,90,16,1,89,12.6,243,26.6,12.3,0.0,444.0,1016.4
R1,C_D00,06,2011-06-03,13:29:59,51.85823,-1.40644,1,0,0,0,20.0,51,45.0,20.8,0.0,831.0,1017.6
R1,C_D01,01,2011-05-06,15:44:06,51.85903,-1.406,58,0,23,45,14.7,163,33.8,20.5,0.0,640.0,1000.2
R1,C_D01,02,2011-05-10,13:41:52,51.8583,-1.40632,58,29,52,0,16.8,208,40.7,16.3,0.0,653.0,1010.9
R1,C_D01,03,2011-05-17,09:55:38,51.85839,-1.40661,100,100,28,95,17.7,268,34.2,12.9,0.0,172.0,1006.9
R1,C_D01,04,2011-05-20,08:25:40,51.85824,-1.40637,6,4,5,0,13.2,241,25.6,10.1,0.0,262.0,1004.4
R1,C_D01,05,2011-06-01,09:57:07,51.85798,-1.40643,90,16,1,89,12.6,243,26.6,12.3,0.0,444.0,1016.4
R1,C_D01,06,2011-06-03,12:53:06,51.85812,-1.40653,1,0,0,0,19.2,50,44.6,19.9,0.0,799.0,1018.2
R1,C_D08,01,2011-05-06,15:51:53,51.85822,-1.40638,58,0,23,45,14.7,163,33.8,20.5,0.0,640.0,1000.2
R1,C_D08,02,2011-05-10,14:19:47,51.85837,-1.40644,70,67,54,5,18.9,211,40.0,16.5,0.0,482.0,1010.8
R1,C_D08,03,2011-05-17,09:05:17,51.85838,-1.40704,100,100,28,95,17.7,268,34.2,12.9,0.0,172.0,1006.9
R1,C_D08,04,2011-05-20,10:09:53,51.85827,-1.40634,100,100,8,0,18.4,253,36.0,12.8,0.0,380.0,1004.8
R1,C_D08,05,2011-06-01,09:07:53,51.85825,-1.40632,90,16,1,89,12.6,243,26.6,12.3,0.0,444.0,1016.4
R1,C_D08,06,2011-06-03,13:08:35,51.85823,-1.40641,1,0,0,0,20.0,51,45.0,20.8,0.0,831.0,1017.6
R1,C_D10,01,2011-05-06,15:21:35,51.85824,-1.40638,58,0,23,45,14.7,163,33.8,20.5,0.0,640.0,1000.2
R1,C_D10,02,2011-05-10,14:28:58,51.85823,-1.40629,70,67,54,5,18.9,211,40.0,16.5,0.0,482.0,1010.8
R1,C_D10,03,2011-05-17,09:45:17,51.85828,-1.40642,100,100,28,95,17.7,268,34.2,12.9,0.0,172.0,1006.9
R1,C_D10,04,2011-05-20,10:56:05,51.85824,-1.40633,100,100,8,0,18.4,253,36.0,12.8,0.0,380.0,1004.8
R1,C_D10,05,2011-06-01,09:29:06,51.85833,-1.40635,90,16,1,89,12.6,243,26.6,12.3,0.0,444.0,1016.4
R1,C_D10,06,2011-06-03,13:42:30,51.85822,-1.40641,1,0,0,0,20.0,51,45.0,20.8,0.0,831.0,1017.6
R1,C_D15,01,2011-05-07,15:51:35,51.85824,-1.40637,98,11,0,98,19.9,145,44.6,19.4,0.0,541.0,995.5
R1,C_D15,02,2011-05-10,13:51:05,51.85825,-1.40629,58,29,52,0,16.8,208,40.7,16.3,0.0,653.0,1010.9
R1,C_D15,03,2011-05-17,10:15:05,51.85824,-1.40635,100,100,22,94,17.4,263,33.5,13.5,0.0,191.0,1006.8
R1,C_D15,04,2011-05-20,10:19:23,51.85827,-1.40632,100,100,8,0,18.4,253,36.0,12.8,0.0,380.0,1004.8
R1,C_D15,05,2011-06-01,10:22:36,51.85823,-1.40631,91,57,0,83,13.4,246,28.8,13.6,0.0,514.0,1016.2
R1,C_D15,06,2011-06-03,13:14:59,51.85823,-1.40641,1,0,0,0,20.0,51,45.0,20.8,0.0,831.0,1017.6
R1,C_D88,01,2011-05-06,16:09:36,51.8582,-1.40619,72,0,60,26,17.1,162,35.6,20.9,0.0,610.0,999.7
R1,C_D88,02,2011-05-10,14:39:24,51.8583,-1.4063,70,67,54,5,18.9,211,40.0,16.5,0.0,482.0,1010.8
R1,C_D88,03,2011-05-17,10:04:35,51.85823,-1.4063,100,100,22,94,17.4,263,33.5,13.5,0.0,191.0,1006.8
R1,C_D88,04,2011-05-20,09:32:00,51.85824,-1.40633,60,60,4,0,18.3,255,35.6,11.8,0.0,410.0,1004.8
R1,C_D88,05,2011-06-01,10:05:07,51.85814,-1.40621,91,57,0,83,13.4,246,28.8,13.6,0.0,514.0,1016.2
R1,C_D88,06,2011-06-03,12:36:53,51.85819,-1.40646,1,0,0,0,19.2,50,44.6,19.9,0.0,799.0,1018.2
R1,C_D93,01,2011-05-06,15:09:35,51.85824,-1.40634,58,0,23,45,14.7,163,33.8,20.5,0.0,640.0,1000.2
R1,C_D93,02,2011-05-10,14:58:24,51.85831,-1.40636,70,67,54,5,18.9,211,40.0,16.5,0.0,482.0,1010.8
R1,C_D93,03,2011-05-17,08:43:10,51.85821,-1.40636,100,100,30,90,18.4,271,36.0,12.1,0.0,128.0,1006.7
R1,C_D93,04,2011-05-20,10:37:59,51.85827,-1.40627,100,100,8,0,18.4,253,36.0,12.8,0.0,380.0,1004.8
R1,C_D93,05,2011-06-01,08:57:36,51.8583,-1.40653,56,1,12,48,10.8,240,22.7,10.7,0.0,288.0,1016.3
R1,C_D93,06,2011-06-03,13:00:30,51.85816,-1.40642,1,0,0,0,20.0,51,45.0,20.8,0.0,831.0,1017.6
R2,A_A35,01,2011-05-16,10:54:53,51.86103,-1.24029,100,47,51,99,23.1,274,44.6,13.4,0.0,354.0,1015.4
R2,A_A35,02,2011-05-16,17:28:35,51.86107,-1.24024,64,1,59,13,23.7,260,49.3,17.0,0.0,527.0,1013.3
R2,A_A35,03,2011-05-19,16:46:36,51.86103,-1.24039,100,71,100,0,6.6,241,17.6,15.9,0.0,423.0,1009.7
R2,A_A35,04,2011-05-20,12:12:06,51.86104,-1.24022,93,93,10,0,17.0,253,35.3,14.0,0.0,341.0,1010.7
R2,A_A35,05,2011-05-21,13:27:57,51.86106,-1.2403,85,84,0,0,20.3,207,40.0,16.6,0.0,515.0,1010.5
R2,A_A35,06,2011-05-24,13:35:35,51.8611,-1.24013,92,82,77,55,22.7,267,50.4,14.8,0.0,655.0,1018.2
R2,A_A38,01,2011-05-16,13:19:00,51.86095,-1.24009,88,5,40,84,21.1,261,46.1,15.8,0.0,560.0,1014.8
R2,A_A38,02,2011-05-16,15:42:50,51.86102,-1.24024,77,11,8,71,25.0,263,50.0,16.9,0.0,685.0,1014.3
R2,A_A38,03,2011-05-19,16:22:22,51.86094,-1.24018,100,71,100,0,6.6,241,17.6,15.9,0.0,423.0,1009.7
R2,A_A38,04,2011-05-20,12:24:35,51.86106,-1.24026,93,93,10,0,17.0,253,35.3,14.0,0.0,341.0,1010.7
R2,A_A38,05,2011-05-21,12:40:35,51.86096,-1.24009,93,92,0,0,19.3,209,36.0,15.5,0.0,341.0,1011.1
R2,A_A38,06,2011-05-24,13:43:05,51.86106,-1.24025,92,82,77,55,22.7,267,50.4,14.8,0.0,655.0,1018.2
R2,A_A45,01,2011-05-16,11:37:03,51.86093,-1.24015,100,77,83,100,22.7,271,45.0,14.3,0.0,474.0,1015.4
R2,A_A45,02,2011-05-16,17:42:05,51.86109,-1.24029,64,1,59,13,23.7,260,49.3,17.0,0.0,527.0,1013.3
R2,A_A45,03,2011-05-19,16:38:20,51.86082,-1.24033,100,71,100,0,6.6,241,17.6,15.9,0.0,423.0,1009.7
R2,A_A45,04,2011-05-20,12:43:35,51.86105,-1.24028,93,93,10,0,17.0,253,35.3,14.0,0.0,341.0,1010.7
R2,A_A45,05,2011-05-21,12:47:05,51.86103,-1.24028,93,92,0,0,19.3,209,36.0,15.5,0.0,341.0,1011.1
R2,A_A45,06,2011-05-24,13:22:05,51.86106,-1.24024,92,82,77,55,22.7,267,50.4,14.8,0.0,655.0,1018.2
R2,A_D06,01,2011-05-16,11:18:29,51.86105,-1.24022,100,77,83,100,22.7,271,45.0,14.3,0.0,474.0,1015.4
R2,A_D06,02,2011-05-16,17:12:35,51.86106,-1.2402,64,1,59,13,23.7,260,49.3,17.0,0.0,527.0,1013.3
R2,A_D06,03,2011-05-19,16:13:28,51.86105,-1.24018,100,71,100,0,6.6,241,17.6,15.9,0.0,423.0,1009.7
R2,A_D06,04,2011-05-20,12:52:53,51.86121,-1.24065,93,93,10,0,17.0,253,35.3,14.0,0.0,341.0,1010.7
R2,A_D06,05,2011-05-21,13:12:05,51.86104,-1.24025,85,84,0,0,20.3,207,40.0,16.6,0.0,515.0,1010.5
R2,A_D06,06,2011-05-24,14:06:06,51.86109,-1.24021,76,21,61,40,22.8,264,49.0,15.6,0.0,649.0,1018.1
R2,A_D09,01,2011-05-16,11:59:45,51.86097,-1.2402,100,77,83,100,22.7,271,45.0,14.3,0.0,474.0,1015.4
R2,A_D09,02,2011-05-16,16:36:53,51.86103,-1.24013,59,1,26,44,24.4,262,50.0,17.2,0.0,672.0,1013.8
R2,A_D09,03,2011-05-19,16:53:36,51.86105,-1.24021,100,71,100,0,6.6,241,17.6,15.9,0.0,423.0,1009.7
R2,A_D09,04,2011-05-20,13:04:36,51.86106,-1.2403,93,92,10,0,18.3,250,37.1,14.7,0.0,386.0,1010.5
R2,A_D09,05,2011-05-21,12:56:21,51.861,-1.24017,93,92,0,0,19.3,209,36.0,15.5,0.0,341.0,1011.1
R2,A_D09,06,2011-05-24,13:57:30,51.86108,-1.24021,92,82,77,55,22.7,267,50.4,14.8,0.0,655.0,1018.2
R2,A_D16,01,2011-05-16,10:29:45,51.86098,-1.24032,100,47,51,99,23.1,274,44.6,13.4,0.0,354.0,1015.4
R2,A_D16,02,2011-05-16,17:56:06,51.86105,-1.24027,64,1,59,13,23.7,260,49.3,17.0,0.0,527.0,1013.3
R2,A_D16,03,2011-05-19,16:30:25,51.86119,-1.24016,100,71,100,0,6.6,241,17.6,15.9,0.0,423.0,1009.7
R2,A_D16,04,2011-05-20,13:22:58,51.86103,-1.24026,93,92,10,0,18.3,250,37.1,14.7,0.0,386.0,1010.5
R2,A_D16,05,2011-05-21,12:32:30,51.86106,-1.24026,93,92,0,0,19.3,209,36.0,15.5,0.0,341.0,1011.1
R2,A_D16,06,2011-05-24,13:52:36,51.86111,-1.24021,92,82,77,55,22.7,267,50.4,14.8,0.0,655.0,1018.2
R2,A_D83,01,2011-05-16,12:40:35,51.86098,-1.24026,100,35,98,97,21.6,267,42.1,15.0,0.0,473.0,1015.2
R2,A_D83,02,2011-05-16,16:21:00,51.86105,-1.24023,59,1,26,44,24.4,262,50.0,17.2,0.0,672.0,1013.8
R2,A_D83,03,2011-05-19,16:05:56,51.86104,-1.24086,100,71,100,0,6.6,241,17.6,15.9,0.0,423.0,1009.7
R2,A_D83,04,2011-05-20,13:14:06,51.86106,-1.24026,93,92,10,0,18.3,250,37.1,14.7,0.0,386.0,1010.5
R2,A_D83,05,2011-05-21,12:25:06,51.86111,-1.24018,93,92,0,0,19.3,209,36.0,15.5,0.0,341.0,1011.1
R2,A_D83,06,2011-05-24,13:29:29,51.86103,-1.24027,92,82,77,55,22.7,267,50.4,14.8,0.0,655.0,1018.2
R2,A_D94,01,2011-05-16,13:11:36,51.86108,-1.24045,88,5,40,84,21.1,261,46.1,15.8,0.0,560.0,1014.8
R2,A_D94,02,2011-05-16,16:02:18,51.86111,-1.24017,59,1,26,44,24.4,262,50.0,17.2,0.0,672.0,1013.8
R2,A_D94,03,2011-05-19,17:08:37,51.86112,-1.24031,90,34,89,0,5.2,258,18.0,16.3,0.0,422.0,1009.5
